Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount;Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Total Claim Amount;Policy Type;Vehicle Class;Customer;State;Customer Lifetime Value;Education;Gender;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Total Claim Amount;Vehicle Class;Unnamed: 0;Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;Vehicle Type;month
RI24911;Arizona;Male;College;750745.54%;60920.0;64.0;1/0/00;Personal Auto;Two-Door Car;231.201886;QP69826;Arizona;M;Bachelor;356750.38%;0.0;102.0;1/0/00;660.430456;Corporate Auto;SUV;JR82641;Arizona;10682.7619;Master;M;52965.0;134.0;3.0;Personal Auto;83.815183;SUV;231;NJ46849;Arizona;2504.444752;No;Basic;College;2011-01-09;Unemployed;M;0;Suburban;Single;69;23.0;15;0.0;1;Personal Auto;Personal L2;Offer2;Branch;496.8;Four-Door Car;Medsize;A;January
KO26461;Arizona;Male;High School or Below;3226985.14%;41520.0;90.0;1/0/00;Personal Auto;Four-Door Car;289.904105;UW37050;Oregon;F;Bachelor;1989642.23%;60420.0;248.0;1/0/00;632.944366;Personal Auto;Luxury SUV;NW41789;Oregon;2746.90319;Bachelor;M;0.0;84.0;0.0;Personal Auto;604.8;Four-Door Car;232;WH20102;California;9095.049868;Yes;Basic;College;2011-01-11;Employed;M;37937;Suburban;Married;116;11.0;42;0.0;5;Personal Auto;Personal L2;Offer2;Call Center;556.8;SUV;Medsize;A;January
HI14283;Oregon;Femal;Bachelor;565703.16%;0.0;152.0;1/0/00;Personal Auto;SUV;729.6;UH62254;Oregon;M;Bachelor;2142363.72%;0.0;65.0;1/0/00;312.0;Personal Auto;Two-Door Car;VG74039;Oregon;2388.949198;Bachelor;F;0.0;65.0;0.0;Personal Auto;455.644704;Four-Door Car;233;QO86948;Nevada;8071.65295;No;Basic;High School or Below;2011-02-18;Unemployed;M;0;Suburban;Single;112;3.0;84;0.0;7;Personal Auto;Personal L3;Offer1;Web;806.4;SUV;Small;A;February
PT50227;Arizona;Male;High School or Below;506175.79%;0.0;68.0;1/0/00;Personal Auto;Two-Door Car;326.4;IA15979;Washington;M;College;694832.59%;40598.0;91.0;1/0/00;302.791402;Personal Auto;Four-Door Car;DV27428;Oregon;13776.74135;High School or Below;M;62634.0;116.0;0.0;Personal Auto;122.017931;SUV;234;DN14211;Oregon;15032.9003;No;Basic;College;2011-01-17;Medical Leave;M;17150;Suburban;Married;65;28.0;19;0.0;2;Personal Auto;Personal L2;Offer1;Agent;689.800891;Two-Door Car;Medsize;A;January
TX17484;Cali;Femal;Bachelor;1518227.98%;53863.0;63.0;1/0/00;Personal Auto;Four-Door Car;105.765111;TM14491;California;M;Bachelor;1203662.05%;44428.0;104.0;1/0/00;499.2;Personal Auto;SUV;VD62056;Arizona;4669.22664;High School or Below;F;76157.0;116.0;0.0;Personal Auto;556.8;Two-Door Car;236;YJ16163;Oregon;11009.13049;Yes;Premium;Bachelor;2011-01-24;Employed;F;51643;Suburban;Single;283;16.0;43;0.0;1;Special Auto;Special L3;Offer2;Agent;1358.4;Luxury Car;Medsize;A;January
LF66923;Nevada;Femal;High School or Below;534312.13%;64460.0;66.0;1/0/00;Corporate Auto;Two-Door Car;316.8;SJ74501;Arizona;F;Bachelor;586642.43%;26608.0;73.0;1/0/00;234.234301;Personal Auto;Two-Door Car;SI88726;California;9100.787395;College;F;38898.0;117.0;0.0;Corporate Auto;561.6;SUV;240;LH26563;Oregon;4550.856045;No;Premium;High School or Below;2011-02-08;Disabled;F;17913;Suburban;Married;116;0.0;39;0.0;1;Personal Auto;Personal L3;Offer3;Web;556.8;Four-Door Car;Small;A;February
HP36979;Cali;Male;College;640878.56%;49988.0;84.0;1/5/00;Personal Auto;Two-Door Car;566.935022;EI45850;California;F;Bachelor;777800.56%;25970.0;72.0;1/3/00;430.818992;Personal Auto;Four-Door Car;RA63927;Oregon;7193.101159;High School or Below;M;30886.0;91.0;0.0;Personal Auto;103.424766;Two-Door Car;243;LE65901;Oregon;4434.941371;No;Basic;Bachelor;2011-02-20;Employed;F;58082;Rural;Married;112;31.0;66;1.0;1;Personal Auto;Personal L3;Offer1;Call Center;103.022126;SUV;Medsize;A;February
HO61691;Arizona;F;Bachelor;509452.23%;72006.0;64.0;1/0/00;Personal Auto;Four-Door Car;307.2;LP47259;Arizona;M;High School or Below;832423.27%;0.0;121.0;1/0/00;871.2;Corporate Auto;Sports Car;WL63802;California;6425.709981;High School or Below;M;0.0;181.0;0.0;Personal Auto;1303.2;Luxury Car;246;MR60878;Oregon;15762.53198;No;Basic;Bachelor;2011-02-15;Employed;F;44362;Rural;Married;66;15.0;75;0.0;2;Corporate Auto;Corporate L3;Offer2;Call Center;142.113373;Four-Door Car;Small;A;February
BS13062;Arizona;F;High School or Below;2575527.82%;0.0;81.0;1/2/00;Personal Auto;Four-Door Car;388.8;XD21246;Oregon;F;High School or Below;923830.60%;0.0;128.0;1/0/00;921.6;Personal Auto;SUV;KZ29413;Oregon;15672.69696;Master;M;0.0;139.0;0.0;Personal Auto;667.2;SUV;247;CY45848;Oregon;4273.587765;No;Premium;Bachelor;2011-01-30;Employed;F;82214;Rural;Married;106;11.0;19;1.0;1;Personal Auto;Personal L1;Offer3;Branch;239.143671;Four-Door Car;Medsize;A;January
IA63417;Arizona;F;High School or Below;400151.91%;19782.0;108.0;1/0/00;Personal Auto;Two-Door Car;773.470977;XV83643;California;M;College;501218.48%;20976.0;129.0;1/1/00;735.683769;Personal Auto;Sports Car;LS51818;California;22217.96796;College;F;37553.0;187.0;0.0;Personal Auto;897.6;Luxury Car;250;HH30454;Oregon;32654.8383;No;Premium;Bachelor;2011-02-23;Unemployed;M;0;Suburban;Single;153;7.0;75;0.0;2;Personal Auto;Personal L3;Offer3;Branch;1101.6;SUV;Medsize;A;February
OD76309;WA;F;College;780531.29%;21073.0;106.0;1/1/00;Personal Auto;SUV;508.8;ET79528;California;M;College;311898.11%;23008.0;79.0;1/1/00;80.663097;Personal Auto;Four-Door Car;GC42314;Arizona;8296.176276;Doctor;M;0.0;111.0;0.0;Personal Auto;672.91665;SUV;253;NI18835;California;2927.734329;No;Basic;Bachelor;2011-02-15;Employed;M;51991;Rural;Married;73;4.0;95;0.0;1;Personal Auto;Personal L3;Offer2;Web;124.376921;Four-Door Car;Medsize;A;February
JM62924;WA;M;Bachelor;1322304.38%;37534.0;84.0;1/2/00;Personal Auto;Four-Door Car;403.2;IF38438;Arizona;F;High School or Below;2152294.75%;44695.0;79.0;1/2/00;81.166323;Personal Auto;Two-Door Car;CK74127;Arizona;4155.946211;Bachelor;M;0.0;62.0;0.0;Corporate Auto;446.4;Four-Door Car;258;RF94484;Oregon;4605.036646;Yes;Basic;College;2011-01-28;Medical Leave;F;22571;Suburban;Single;63;29.0;51;0.0;9;Corporate Auto;Corporate L3;Offer2;Web;302.4;Four-Door Car;Large;A;January
GU66096;Arizona;M;High School or Below;545734.26%;94731.0;67.0;1/0/00;Personal Auto;Four-Door Car;321.6;YE27183;Oregon;M;Bachelor;591319.90%;0.0;91.0;1/0/00;436.8;Corporate Auto;Four-Door Car;MH85165;California;6767.806751;High School or Below;M;39650.0;86.0;0.0;Personal Auto;922.335972;Four-Door Car;263;TK38732;Oregon;4873.350518;No;Extended;High School or Below;2011-02-18;Employed;M;47824;Urban;Married;129;8.0;56;3.0;1;Personal Auto;Personal L2;Offer4;Agent;546.046853;SUV;Medsize;A;February
UC33108;Cali;M;Bachelor;656364.41%;32375.0;83.0;1/0/00;Personal Auto;Four-Door Car;398.4;TI47802;California;F;Master;259339.87%;0.0;69.0;1/0/00;331.2;Personal Auto;Two-Door Car;AM26717;California;3123.080994;Bachelor;M;0.0;101.0;4.0;Personal Auto;960.115399;SUV;264;FI86516;Oregon;4786.054889;No;Basic;Bachelor;2011-01-26;Unemployed;F;0;Suburban;Single;68;4.0;67;0.0;9;Corporate Auto;Corporate L1;Offer1;Agent;489.6;Four-Door Car;Small;A;January
OU78470;Arizona;F;Master;2932804.19%;32006.0;94.0;1/0/00;Corporate Auto;Four-Door Car;56.868289;JD73594;Oregon;M;Bachelor;330911.97%;72140.0;87.0;1/2/00;417.6;Personal Auto;Four-Door Car;CL70684;California;7636.279594;High School or Below;M;0.0;111.0;0.0;Corporate Auto;799.2;Two-Door Car;266;BS90503;Washington;5395.091602;No;Basic;Bachelor;2011-02-15;Employed;F;86640;Rural;Married;67;2.0;25;0.0;5;Personal Auto;Personal L1;Offer2;Web;65.457366;Four-Door Car;Medsize;A;February
XW90265;Arizona;F;Bachelor;577352.07%;81676.0;72.0;1/0/00;Personal Auto;Two-Door Car;463.158502;VW82067;Washington;F;Master;518162.09%;97131.0;6464.0;1/0/00;307.2;Personal Auto;Four-Door Car;GK13851;Oregon;9227.567263;College;M;0.0;129.0;0.0;Personal Auto;619.2;SUV;267;AG39150;Oregon;2356.074955;No;Basic;Bachelor;2011-02-04;Unemployed;M;0;Suburban;Married;63;22.0;94;0.0;1;Personal Auto;Personal L3;Offer1;Agent;302.4;Four-Door Car;Medsize;A;February
AE98193;WA;M;High School or Below;785941.46%;0.0;113.0;1/0/00;Personal Auto;SUV;813.6;TJ76363;Arizona;F;Doctor;1062921.79%;36495.0;133.0;1/1/00;229.930796;Corporate Auto;SUV;YG11074;Arizona;4794.931261;Bachelor;F;46143.0;122.0;0.0;Personal Auto;223.028356;SUV;271;MU76701;Washington;3921.018919;No;Extended;College;2011-01-20;Employed;F;62445;Suburban;Married;98;19.0;12;1.0;1;Personal Auto;Personal L2;Offer2;Call Center;681.167228;Four-Door Car;Small;A;January
AZ74055;Oregon;M;High School or Below;411557.74%;52405.0;103.0;1/0/00;Personal Auto;Four-Door Car;494.4;QZ58370;Nevada;F;Bachelor;1182010.98%;86801.0;98.0;1/0/00;371.108203;Personal Auto;Four-Door Car;HW65139;California;26730.06042;Doctor;M;21275.0;240.0;0.0;Personal Auto;1152.0;Luxury SUV;272;JH73503;Arizona;20171.96154;No;Basic;Doctor;2011-02-01;Employed;M;24804;Suburban;Married;73;19.0;98;0.0;2;Personal Auto;Personal L2;Offer3;Call Center;350.4;Two-Door Car;Small;A;February
XS76911;Arizona;F;High School or Below;502963.88%;0.0;133.0;1/0/00;Personal Auto;Sports Car;795.864079;RF44930;California;M;College;496463.15%;52679.0;62.0;1/0/00;117.998498;Personal Auto;Four-Door Car;BT49333;Arizona;4260.765808;High School or Below;M;47746.0;106.0;0.0;Personal Auto;246.696768;SUV;273;JC38573;Oregon;5528.212807;Yes;Basic;Bachelor;2011-01-19;Employed;M;36088;Suburban;Single;72;16.0;31;0.0;9;Corporate Auto;Corporate L3;Offer1;Agent;345.6;Four-Door Car;Medsize;A;January
AY40674;WA;F;Bachelor;482141.85%;26583.0;1005.0;1/4/00;Personal Auto;SUV;614.4;VJ44100;California;M;Master;912292.56%;90804.0;113.0;1/0/00;434.09776;Personal Auto;Sports Car;KN78424;California;15477.27854;College;M;51675.0;196.0;0.0;Corporate Auto;940.8;Sports Car;274;NL33789;California;4077.501164;No;Basic;Bachelor;2011-01-20;Employed;F;53093;Rural;Divorced;103;3.0;62;0.0;1;Corporate Auto;Corporate L2;Offer2;Call Center;98.991733;SUV;Medsize;A;January
OH60605;Oregon;F;High School or Below;365253.24%;39679.0;92.0;1/0/00;Personal Auto;Two-Door Car;641.388616;RR68322;Nevada;M;High School or Below;348268.70%;65162.0;86.0;1/0/00;134.430084;Personal Auto;Four-Door Car;TA78865;Nevada;20534.39224;High School or Below;M;0.0;93.0;0.0;Special Auto;669.6;Four-Door Car;279;VZ81004;Oregon;19259.84494;No;Premium;Master;2011-01-26;Employed;F;35973;Suburban;Married;159;5.0;97;0.0;2;Personal Auto;Personal L2;Offer1;Call Center;763.2;Sports Car;Large;A;January
AF10970;Arizona;F;Bachelor;597314.34%;96163.0;73.0;1/0/00;Corporate Auto;Four-Door Car;350.4;HF96939;Oregon;M;High School or Below;312627.19%;34510.0;81.0;1/0/00;388.8;Personal Auto;Four-Door Car;EQ62488;Oregon;15031.5645;College;F;59456.0;189.0;0.0;Personal Auto;907.2;Luxury Car;286;IB81655;California;7695.122957;No;Basic;Bachelor;2011-01-24;Employed;M;50147;Suburban;Single;101;4.0;37;0.0;3;Personal Auto;Personal L2;Offer1;Branch;484.8;SUV;Medsize;A;January
JQ59145;Cali;Male;High School or Below;809341.03%;0.0;114.0;1/1/00;Personal Auto;Sports Car;722.024742;UG34438;Washington;F;College;1099059.48%;44552.0;137.0;1/0/00;311.103582;Personal Auto;SUV;QS76805;Arizona;8012.917253;High School or Below;M;0.0;107.0;0.0;Corporate Auto;513.6;SUV;288;BU72633;Nevada;42561.63183;No;Basic;Master;2011-01-10;Employed;M;66661;Suburban;Single;119;23.0;41;0.0;2;Personal Auto;Personal L2;Offer1;Agent;571.2;SUV;Medsize;A;January
FE84989;WA;Male;College;503574.46%;72672.0;63.0;1/0/00;Personal Auto;Four-Door Car;259.361117;XQ19793;Arizona;M;High School or Below;477294.38%;20993.0;133.0;1/0/00;638.4;Personal Auto;SUV;PQ46798;California;8300.70769;College;F;17034.0;113.0;0.0;Personal Auto;542.4;Sports Car;289;PR37714;California;7153.208425;No;Extended;Bachelor;2011-02-23;Employed;F;32238;Suburban;Divorced;91;15.0;80;0.0;4;Personal Auto;Personal L3;Offer3;Branch;439.781453;Four-Door Car;Medsize;A;February
MC62068;California;Male;High School or Below;728888.48%;79494.0;91.0;1/0/00;Personal Auto;Four-Door Car;396.295614;LK74984;Washington;M;High School or Below;245917.17%;21190.0;65.0;1/2/00;312.0;Personal Auto;Four-Door Car;XU35186;California;2749.407985;High School or Below;F;71445.0;70.0;2.0;Personal Auto;336.0;Four-Door Car;291;EP82214;Arizona;26180.80528;No;Extended;High School or Below;2011-01-07;Employed;F;68189;Urban;Married;82;10.0;17;1.0;2;Special Auto;Special L2;Offer2;Branch;343.121192;Four-Door Car;Medsize;A;January
RH42306;Arizona;F;Bachelor;499206.30%;0.0;71.0;1/0/00;Corporate Auto;Four-Door Car;653.388564;QR15221;Washington;F;High School or Below;258420.39%;22562.0;65.0;1/0/00;312.0;Personal Auto;Two-Door Car;QG27547;Oregon;2867.312197;Bachelor;F;23376.0;78.0;0.0;Personal Auto;374.4;Four-Door Car;293;OY20177;Oregon;7089.68396;No;Extended;High School or Below;2011-02-17;Employed;M;52707;Suburban;Married;90;33.0;66;1.0;6;Corporate Auto;Corporate L3;Offer3;Branch;432.0;Four-Door Car;Medsize;A;February
MF82000;WA;female;Bachelor;236534.86%;0.0;66.0;1/2/00;Special Auto;Four-Door Car;159.636956;RX19151;Washington;M;Bachelors;817657.68%;67137.0;111.0;1/5/00;314.880326;Personal Auto;SUV;ZU91897;California;13265.96256;High School or Below;M;34482.0;67.0;0.0;Personal Auto;83.830109;Four-Door Car;297;LK57294;Oregon;4786.009693;No;Basic;High School or Below;2011-02-25;Employed;M;23402;Suburban;Married;61;29.0;38;0.0;7;Personal Auto;Personal L1;Offer4;Call Center;292.8;Four-Door Car;Medsize;A;February
FM46980;Arizona;Male;College;572076.51%;41770.0;72.0;1/0/00;Personal Auto;Four-Door Car;476.156957;TJ30354;Oregon;F;Bachelor;528530.76%;22627.0;67.0;1/0/00;321.6;Personal Auto;Four-Door Car;ZK38095;California;2369.439009;Bachelor;F;0.0;68.0;0.0;Personal Auto;487.345606;Four-Door Car;298;LC33025;Oregon;7918.334928;No;Extended;College;2011-02-14;Employed;M;44698;Suburban;Married;211;0.0;88;4.0;1;Personal Auto;Personal L2;Offer1;Call Center;1012.8;Luxury Car;Medsize;A;February
SY56792;Oregon;Male;High School or Below;703553.41%;0.0;101.0;1/0/00;Corporate Auto;Four-Door Car;727.2;TA75663;California;F;Master;802499.30%;38702.0;101.0;1/3/00;253.364333;Personal Auto;SUV;TY84623;California;9816.528302;College;M;37256.0;62.0;0.0;Corporate Auto;128.969729;Four-Door Car;299;NG15645;California;2858.087414;No;Basic;Master;2011-01-11;Employed;F;27382;Rural;Married;71;33.0;35;0.0;1;Personal Auto;Personal L2;Offer2;Web;134.104322;Four-Door Car;Medsize;A;January
VI14730;Oregon;M;High School or Below;838263.01%;19683.0;117.0;1/1/00;Personal Auto;Sports Car;561.6;BE61743;Washington;M;Bachelor;410979.36%;86657.0;103.0;1/0/00;316.227946;Personal Auto;Sports Car;KG53186;Nevada;3136.698216;College;M;59644.0;79.0;0.0;Corporate Auto;379.2;Four-Door Car;302;CJ59481;Washington;2837.109178;No;Basic;College;2011-02-28;Employed;M;90893;Rural;Married;70;8.0;82;0.0;1;Personal Auto;Personal L3;Offer1;Agent;70.712507;Two-Door Car;Medsize;A;February
YR34119;WA;F;College;3116174.52%;30916.0;112.0;1/0/00;Personal Auto;SUV;200.11606;EG56026;Nevada;F;High School or Below;327516.20%;69263.0;81.0;1/2/00;494.847804;Personal Auto;Two-Door Car;KV57104;Oregon;7713.819259;High School or Below;F;0.0;68.0;0.0;Personal Auto;326.4;Four-Door Car;303;DN98431;Oregon;2535.321683;No;Basic;High School or Below;2011-02-27;Unemployed;F;0;Suburban;Married;68;24.0;73;0.0;1;Corporate Auto;Corporate L3;Offer1;Branch;326.4;Four-Door Car;Medsize;A;February
UA94723;Oregon;F;High School or Below;442803.16%;58577.0;110.0;1/0/00;Personal Auto;SUV;303.872752;CU13711;Oregon;F;Doctor;1086427.49%;95579.0;67.0;1/0/00;308.631159;Personal Auto;Four-Door Car;CC94413;Oregon;5701.277221;Bachelor;F;41154.0;72.0;1.0;Personal Auto;345.6;Four-Door Car;311;ZC32761;Arizona;8433.228985;No;Basic;Bachelor;2011-02-15;Employed;M;57961;Rural;Divorced;72;27.0;64;0.0;2;Personal Auto;Personal L3;Offer1;Agent;38.513959;Two-Door Car;Large;A;February
DI30528;California;F;Master;272535.64%;36650.0;69.0;1/1/00;Personal Auto;Four-Door Car;56.60333;DF94525;Oregon;M;College;486062.00%;25854.0;68.0;1/0/00;396.284835;Personal Auto;Four-Door Car;KA95160;Arizona;23207.24981;Master;F;89918.0;115.0;0.0;Personal Auto;423.116739;SUV;319;RA38184;Arizona;3444.171166;No;Extended;Bachelor;2011-02-03;Unemployed;F;0;Rural;Married;93;10.0;63;0.0;1;Corporate Auto;Corporate L3;Offer1;Agent;7.991571;Four-Door Car;Medsize;A;February
EW38459;Nevada;F;Bachelor;256715.15%;40864.0;65.0;1/0/00;Corporate Auto;Four-Door Car;9.51528;EP61084;Nevada;F;High School or Below;321860.86%;68776.0;80.0;1/0/00;87.861666;Personal Auto;Four-Door Car;PY51000;California;12883.81001;Bachelor;M;34148.0;109.0;0.0;Personal Auto;451.566751;Four-Door Car;327;OB66874;Oregon;2585.206268;No;Basic;College;2011-01-12;Employed;F;28137;Suburban;Married;65;23.0;2;0.0;1;Personal Auto;Personal L1;Offer3;Web;312.0;Two-Door Car;Large;A;January
WU60905;California;F;High School or Below;861066.75%;0.0;111.0;1/0/00;Corporate Auto;SUV;532.8;PZ47477;Arizona;M;High School or Below;896630.98%;41829.0;76.0;1/0/00;416.365369;Personal Auto;Two-Door Car;JL42497;Nevada;2729.126448;High School or Below;F;66900.0;68.0;0.0;Personal Auto;326.4;Four-Door Car;331;HO29524;California;3034.646997;No;Extended;College;2011-02-04;Employed;M;68205;Rural;Married;76;35.0;14;0.0;1;Personal Auto;Personal L1;Offer4;Branch;99.382943;Two-Door Car;Medsize;A;February
YM18992;California;F;College;283464.62%;24506.0;71.0;1/0/00;Personal Auto;Two-Door Car;511.2;LT32391;California;F;Master;1198198.48%;21514.0;62.0;1/0/00;257.248789;Personal Auto;Two-Door Car;WQ91717;Arizona;7643.068919;College;F;0.0;106.0;1.0;Special Auto;508.8;SUV;332;FK94501;Nevada;7844.252972;No;Basic;Bachelor;2011-01-31;Unemployed;F;0;Urban;Married;102;20.0;46;0.0;3;Personal Auto;Personal L2;Offer1;Web;273.945412;SUV;Large;A;January
TW43626;California;M;College;808288.10%;53554.0;67.0;1/0/00;Personal Auto;Four-Door Car;327.020539;ZI47663;Arizona;F;Bachelor;1274184.75%;73054.0;106.0;1/1/00;419.365958;Personal Auto;SUV;ZI48518;Nevada;3891.583881;High School or Below;F;0.0;103.0;0.0;Personal Auto;558.281543;Sports Car;336;LU79865;Nevada;5794.104234;No;Basic;Bachelor;2011-02-27;Employed;M;88370;Suburban;Divorced;74;0.0;16;1.0;9;Personal Auto;Personal L1;Offer1;Agent;355.2;Four-Door Car;Small;A;February
NI17718;California;female;High School or Below;215017.86%;0.0;61.0;1/0/00;Personal Auto;Four-Door Car;292.8;MX50302;Oregon;M;Bachelor;261933.74%;78618.0;66.0;1/0/00;225.578841;Special Auto;Two-Door Car;ON30714;California;4932.878744;College;M;74809.0;61.0;0.0;Personal Auto;283.787384;Two-Door Car;343;CF41619;Nevada;2329.459058;No;Basic;College;2011-02-09;Employed;M;20934;Suburban;Married;61;14.0;35;1.0;1;Personal Auto;Personal L3;Offer2;Branch;292.8;Four-Door Car;Small;A;February
FY32213;California;female;High School or Below;559538.99%;74454.0;71.0;1/0/00;Personal Auto;Four-Door Car;340.8;TC84427;Oregon;F;High School or Below;504968.96%;61080.0;66.0;1/2/00;294.284951;Personal Auto;Four-Door Car;FM61329;California;13610.10746;College;M;50144.0;114.0;0.0;Personal Auto;786.934186;SUV;344;JY16280;California;2514.59196;Yes;Basic;High School or Below;2011-02-14;Employed;F;43860;Rural;Single;65;15.0;58;0.0;1;Personal Auto;Personal L2;Offer2;Agent;156.124914;Four-Door Car;Medsize;A;February
KU84464;Nevada;female;Bachelor;942256.79%;47272.0;79.0;1/3/00;Personal Auto;Four-Door Car;64.546877;ZR77995;California;M;College;383289.85%;97729.0;95.0;1/0/00;97.176153;Personal Auto;Four-Door Car;PQ36549;Arizona;5598.273622;Bachelor;M;14174.0;72.0;0.0;Personal Auto;345.6;Four-Door Car;348;UW10841;California;9976.24549;No;Basic;Bachelor;2011-02-21;Employed;M;74115;Urban;Married;63;24.0;24;0.0;2;Personal Auto;Personal L2;Offer2;Branch;275.349481;Four-Door Car;Medsize;A;February
YH43527;Oregon;female;College;360586.03%;21585.0;92.0;1/0/00;Corporate Auto;Four-Door Car;441.6;QT89604;Arizona;F;High School or Below;496140.59%;55702.0;61.0;1/0/00;151.13336;Personal Auto;Four-Door Car;WG91434;Oregon;9638.066778;High School or Below;M;35230.0;61.0;1.0;Personal Auto;16.214764;Four-Door Car;349;ON39271;California;2738.001957;No;Basic;Master;2011-02-21;Unemployed;M;0;Urban;Married;74;27.0;91;0.0;1;Personal Auto;Personal L2;Offer1;Branch;263.365432;Two-Door Car;Medsize;A;February
RO30676;California;female;College;776259.06%;23827.0;106.0;1/2/00;Personal Auto;Four-Door Car;37.910623;AB21519;California;F;College;386148.63%;93272.0;95.0;1/0/00;281.110788;Personal Auto;Four-Door Car;WR43077;California;9801.287358;High School or Below;M;0.0;91.0;0.0;Corporate Auto;436.8;Four-Door Car;350;OW33876;Washington;2476.480866;No;Basic;College;2011-02-14;Employed;F;47918;Urban;Married;62;2.0;51;0.0;1;Corporate Auto;Corporate L3;Offer2;Call Center;246.256648;Two-Door Car;Medsize;A;February
QL59704;Arizona;female;College;2344490.05%;69906.0;74.0;1/2/00;Corporate Auto;Four-Door Car;202.860399;MP47256;California;M;Bachelor;2265853.65%;23665.0;67.0;1/0/00;404.817249;Personal Auto;Four-Door Car;LR10110;Washington;5504.139033;Bachelor;F;0.0;73.0;0.0;Corporate Auto;350.4;Four-Door Car;351;TP41703;Washington;7250.029606;No;Basic;Bachelor;2011-02-01;Unemployed;M;0;Suburban;Single;69;17.0;10;0.0;2;Personal Auto;Personal L3;Offer4;Call Center;496.8;Two-Door Car;Medsize;A;February
SA54664;Washington;M;Master;265438.10%;73196.0;66.0;1/1/00;Personal Auto;Four-Door Car;85.809817;GQ20713;Nevada;F;College;483471.05%;38713.0;66.0;1/4/00;316.8;Personal Auto;Four-Door Car;FX12602;Oregon;19927.63513;High School or Below;M;51352.0;66.0;3.0;Personal Auto;95.661376;Four-Door Car;353;MQ73697;Nevada;3776.665506;No;Extended;College;2011-02-21;Employed;F;68727;Urban;Married;94;19.0;76;0.0;1;Corporate Auto;Corporate L3;Offer4;Call Center;386.520235;Two-Door Car;Large;A;February
ES57969;Oregon;M;Bachelor;245357.08%;29735.0;69.0;1/0/00;Personal Auto;Four-Door Car;331.2;GB39003;California;M;High School or Below;628530.52%;0.0;90.0;1/0/00;432.0;Personal Auto;Two-Door Car;JP35025;California;5714.165863;Master;F;23726.0;74.0;0.0;Corporate Auto;355.2;Four-Door Car;363;PR74833;Oregon;5553.362689;No;Extended;Bachelor;2011-02-04;Unemployed;M;0;Suburban;Single;89;1.0;84;1.0;4;Personal Auto;Personal L3;Offer1;Agent;640.8;Two-Door Car;Medsize;A;February
BI76326;California;female;College;1227534.31%;52135.0;156.0;1/0/00;Personal Auto;SUV;430.505942;WU14549;Nevada;M;Master;436971.79%;88495.0;108.0;1/0/00;535.926948;Personal Auto;Two-Door Car;CL10476;Arizona;7079.790277;College;M;24245.0;63.0;0.0;Corporate Auto;302.4;Two-Door Car;366;RN71166;Oregon;5174.081063;No;Basic;High School or Below;2011-01-26;Employed;F;88081;Rural;Married;64;35.0;94;0.0;5;Personal Auto;Personal L3;Offer1;Branch;82.483947;Four-Door Car;Medsize;A;January
CM88932;Oregon;female;Master;355484.53%;58557.0;88.0;1/0/00;Corporate Auto;Four-Door Car;55.510526;XE18554;California;F;Bachelor;1043657.47%;24177.0;92.0;1/1/00;441.6;Personal Auto;Four-Door Car;GT37101;Oregon;5284.312599;High School or Below;F;37640.0;67.0;0.0;Personal Auto;174.046849;Two-Door Car;369;XY66810;California;15122.99194;No;Basic;Bachelor;2011-02-09;Unemployed;F;0;Suburban;Single;72;35.0;86;0.0;2;Personal Auto;Personal L3;Offer2;Agent;518.4;Two-Door Car;Medsize;A;February
XV21647;California;female;High School or Below;803645.03%;0.0;112.0;1/0/00;Personal Auto;Sports Car;806.4;VT96364;California;M;Bachelor;917517.19%;68164.0;119.0;1/2/00;222.582872;Personal Auto;Four-Door Car;BT78503;Oregon;2510.054168;High School or Below;M;0.0;73.0;0.0;Corporate Auto;525.6;Four-Door Car;371;FP67680;California;4772.931526;No;Extended;High School or Below;2011-01-20;Medical Leave;M;15323;Suburban;Married;128;30.0;61;0.0;1;Personal Auto;Personal L3;Offer1;Agent;614.4;SUV;Medsize;A;January
BL90769;California;female;Bachelor;3347334.95%;33190.0;106.0;1/0/00;Personal Auto;SUV;508.8;DP92488;Washington;F;Doctor;272752.08%;74592.0;67.0;1/0/00;321.6;Personal Auto;Two-Door Car;EW13798;California;4014.453113;Doctor;F;37384.0;99.0;0.0;Personal Auto;475.2;Four-Door Car;373;VI78454;Arizona;2750.705045;No;Basic;College;2011-01-22;Employed;M;51789;Suburban;Divorced;70;8.0;34;0.0;1;Personal Auto;Personal L2;Offer4;Call Center;336.0;Four-Door Car;Large;A;January
